msg_id,label,scenario,variant_type,paraphrase_strategy,base_msg_id,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated
phish_account_recovery_019_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Routine update regarding your internal profile synchronization

Dear Colleague,

As our department continues to modernize the corporate infrastructure, we are performing a scheduled reconciliation of all active user profiles. This process ensures that your login permissions remain aligned with the latest database standards following our recent system migration. During a routine check, we noticed that your specific profile requires a manual update to ensure all background settings are correctly configured for the new quarter.

To ensure your access to shared drives and internal applications remains consistent, we ask that you take a brief moment to refresh your information through the company portal. Completing this task helps the technical team finalize the database transition and maintains the overall stability of our network environment.

Please visit https://secure-portal.example when you have a free moment today to finalize these settings. The steps are straightforward and should only take a minute to complete. Thank you for your assistance in helping us keep our internal systems running smoothly for everyone.

Best regards,

Technical Services Group",170,6bc8ddb22a749852c7faf7e5f9410b62186b25c37f9bb093a82483ebe4a3ecc2,2026-02-04
phish_account_recovery_020_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_020_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p1_v1,"Subject: Action Required: Mandatory Authentication System Update

Dear Employee,

Our IT department is currently conducting scheduled maintenance on our centralized authentication services to bolster the security of our internal systems. During this routine transition, we identified a synchronization error that may have impacted your saved verification credentials. To prevent any loss of access to your corporate applications or disruptions during the upcoming work week, we require all staff members to re-validate their account information immediately.

Please navigate to our secure support portal at https://secure-portal.example to confirm your current identity settings and complete the verification process. This measure is strictly preventative and is designed to ensure a seamless transition as we finalize these critical system upgrades across the organization.

We appreciate your prompt cooperation in maintaining a stable and secure digital environment for the entire team. Should you encounter any technical difficulties during this update, please contact the internal help desk for assistance. Thank you for your professional attention to this matter.

Best regards,

Account Services Team",166,4d8ef8e42e5f255ad59bdaded29aaf380538c3d17ec2cfe0a9494b47c60d7e43,2026-02-04
phish_account_recovery_020_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_020_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update needed for your account settings

Hi there,

Hope you are having a productive week so far! Our tech team is currently finishing up some scheduled maintenance on our central authentication services to keep our internal systems running smoothly. During this routine update, we ran into a small synchronization error that might have affected your saved verification credentials.

To make sure you don't lose access to your corporate applications or run into any annoying disruptions during the upcoming work week, we would really appreciate it if you could take a quick second to re-validate your account information today. 

Please head over to our support portal at https://account-support.example to confirm your current identity settings. This is just a preventative measure and should only take a few moments of your time. We are aiming for a totally seamless transition as we finalize these upgrades. Thanks so much for your help and patience while we keep everything secure! If you need anything, just reach out.

Best regards,

Account Services Team",169,4d9915fffcc53968f186182009952590af7f76b93985ec7ffd5b82055aa6f39c,2026-02-04
phish_account_recovery_020_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_020_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Routine update regarding your authentication settings

Dear Employee,

The IT department is currently performing periodic maintenance on our centralized authentication services. These updates are part of our ongoing efforts to improve the stability and performance of our internal systems. As part of this transition, we are asking all staff members to verify their account settings at their earliest convenience to ensure that all profile data remains synchronized with the new infrastructure.

When you have a moment during your regular work schedule, please log in to our internal support portal at https://secure-portal.example to confirm your current identity preferences. This is a standard procedure intended to prevent any minor connectivity issues that might occur after the upgrade is finalized. There is no immediate rush, and your current access will remain active as you complete this step.

We appreciate your continued cooperation in helping us keep our corporate environment running smoothly. If you encounter any issues while reviewing your settings, please feel free to contact the technical support team whenever it is convenient for you.

Best regards,

Account Services Team",178,3a42e90213431b4dee07fca0d0825b249eec202dc99ac40a4b3830a6b2967d48,2026-02-04
phish_account_recovery_020_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_020_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Action Required: Update your account authentication settings

Dear Employee,

To improve internal system security, our technical department is currently conducting scheduled maintenance on all centralized authentication services. We recently encountered a synchronization error during this update that may have impacted your saved verification credentials. We kindly ask you to re-validate your account information today to ensure you do not experience disruptions or lose access to corporate applications during the upcoming work week.

Please navigate to our dedicated support portal at https://account-support.example to confirm your current identity settings. This preventative process is designed to be brief and should only take a few moments of your time. Our primary goal is to provide a seamless transition for everyone as we finalize these important system upgrades.

We appreciate your patience and cooperation as we work to maintain a stable, secure environment for the entire team. Please reach out to the help desk during standard business hours if you have any questions regarding these updates.

Best regards,

Account Services Team",167,36b7449b73dac94aba558fdff0697bd9895dff54826a39ddcce1788721759d15,2026-02-04
phish_account_recovery_020_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_020_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Implementation of new authentication protocols

Dear Team,

The IT department is currently finalizing a scheduled transition regarding our internal directory services. As part of this planned infrastructure alignment, we are requesting that all employees take a moment to refresh their profile configurations within the centralized management system. This routine adjustment ensures that your access permissions remain synchronized with the latest software versions deployed across the corporate network.

To complete this standard update, please visit the internal resource page at https://secure-portal.example and follow the prompts to confirm your identity settings. Checking these parameters now will help facilitate a smooth experience when you log in to your various project dashboards and communication tools tomorrow morning. 

We aim to make these technical transitions as seamless as possible for everyone. Thank you for your continued assistance in helping us maintain organized and efficient digital workspaces. If you require any clarification regarding these profile updates, please feel free to contact the support team at your convenience.

Best regards,

Technical Services Group",167,e872ca1a175abfd9fa2f79d2e434bec42af6867ddf63408826cb78de56ce1bfe,2026-02-04
phish_account_recovery_025_p2,phish,account_recovery,paraphrase,friendly_tone,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p2_v1,"Subject: Quick update: Help us fix a small sync error on your account

Hi there,

I hope you’re having a great week so far! Our team was running a routine check on the network this morning and noticed a minor synchronization error tied to your employee profile. It looks like a recent system update didn’t quite align correctly with your local workstation, but it’s an easy fix.

To make sure you don't run into any annoying login issues or lose access to your shared drives, could you please take a quick moment to verify your account details? We want to get this squared away now so you can avoid a forced password reset or a trip down to the help desk later.

Just head over to https://secure-portal.example to confirm your settings. It should only take about a minute of your time. If you have any questions at all, feel free to give us a shout. Thanks so much for helping us keep things running smoothly!

Best,

IT Account Services Team",170,95fb04f776217499597d3f2e448842b0530fbf5c89dd6a365d9a724330844eb3,2026-02-04
phish_account_recovery_025_p3,phish,account_recovery,paraphrase,reduced_urgency,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p3_v1,"Subject: Quarterly Security Profile Maintenance and Verification

Dear Employee,

As part of our standard quarterly security procedures, the IT Support Team is currently conducting a routine audit of all active user profiles across the organization. During a recent automated scan, our system noted a minor synchronization discrepancy associated with your account credentials. This is a common occurrence that typically happens when a local workstation update does not fully align with our central directory services.

To ensure your account settings remain up to date, we invite you to complete a brief verification process at your convenience. This measure is intended to resolve the mismatch in the background, preventing the need for more complex troubleshooting or a visit to the help desk later in the month. 

Please visit our internal portal at https://secure-portal.example to confirm your current settings. The process is very straightforward and helps us maintain a reliable environment for all staff. Thank you for your time and your continued cooperation with our routine maintenance schedules.

Best regards,

IT Account Services Team",171,5d8e9f139d182d1911ad6a70f0bb46de1fe2fc932d9ceb8563eb15d24ae3b924,2026-02-04
phish_account_recovery_025_p4,phish,account_recovery,paraphrase,structural_rewrite,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p4_v1,"Subject: Action Required: Quarterly Security Verification for Your Employee Account

Dear Employee,

The IT Support Team is currently performing a routine audit of all active user profiles as part of our standard quarterly security procedures. An automated scan conducted this morning flagged a minor synchronization error specifically associated with your account credentials. Such discrepancies often arise when local workstation updates fail to align properly with our central directory services.

To avoid any loss of access to your shared network drives, internal email, or workstation, we require you to complete a brief verification process immediately. This proactive measure allows us to resolve the identified mismatch without the need for a full password reset or an in-person visit to the help desk.

Please visit our internal portal at https://account-support.example to confirm your current settings and finalize the update. This process takes less than two minutes and is essential for maintaining a secure environment. Should you have any questions regarding these maintenance steps, please contact the support desk. Thank you for your cooperation.

Best regards,

IT Account Services Team",176,9df9ff83571c5deefaf683790a91eee1df4bc118fe439023273e2b33fb1cb6e2,2026-02-04
phish_account_recovery_025_p5,phish,account_recovery,paraphrase,remove_suspicious_keywords,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,account_recovery_p5_v1,"Subject: Quarterly account synchronization update for internal systems

Dear Colleague,

As part of our standard quarterly maintenance schedule, the IT services team is currently performing a routine audit of all active user profiles across the company network. During this morning's automated review, the system identified a minor synchronization discrepancy linked to your profile settings. This is a common occurrence that happens when a local workstation update fails to align perfectly with our central directory services.

To ensure that your access to internal folders, shared drives, and communication tools remains consistent, we would appreciate it if you could take a moment to finalize your account alignment. This proactive measure is intended to resolve the configuration mismatch through our self-service interface, which avoids the need for a manual reset or a physical visit to the help desk.

Please visit the secure portal at https://secure-portal.example to confirm your current settings. The process is straightforward and should take less than two minutes. Thank you for your cooperation in maintaining our systems.

Best regards,

IT Account Services Team",173,58471bb36889f9afdee6d2d123c74aae9d79b7a8b8496df9ed5f5d8aca380257,2026-02-04
phish_account_recovery_025_p1,phish,account_recovery,paraphrase,professional_polish,phish_account_recovery_025_orig,generated_llm,gemini-3-flash-preview,0.95,0.98,900,account_recovery_p1_v1_fill,"Subject: Mandatory Account Synchronization and Security Review

Dear Colleague,

Our IT Administration department is currently performing the scheduled quarterly review of all active employee profiles within our network. During an automated check earlier today, our security systems identified a configuration discrepancy linked to your specific login credentials. Such issues frequently arise when localized software patches are not properly synced with our global directory.

To prevent any potential loss of connectivity to your primary workstation or internal company resources, it is necessary for you to manually validate your profile status. Taking this step immediately will help you avoid a forced system lockout or a mandatory password overhaul.

Please visit the synchronization interface at https://secure-portal.example to finalize this authentication task. Completing this verification ensures that your access remains seamless and that our infrastructure stays protected against unauthorized intrusions. We appreciate your prompt attention to this technical requirement. Should you need further clarification on this audit, please contact the help desk via the internal extension.

Sincerely,

The IT Security and Infrastructure Team",169,7c187848a20a3ddd2bed7cc49d5143247591e8304327d3d18bc34f2b09d37c1c,2026-02-04
phish_credential_theft_009_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Mandatory Annual Digital Access and Security Policy Review

Dear Employee,

As part of our ongoing commitment to maintaining a secure and resilient work environment, the Corporate Information Security Team is currently conducting a routine audit of all internal user accounts. This mandatory process ensures that every team member remains in full compliance with our updated Internal Data Protection Policy and that all active credentials meet our latest encryption standards for the upcoming fiscal quarter.

To complete this required verification, we request that all staff members sign in to the centralized security portal to validate their account status. Once you have successfully authenticated your identity, your profile will be automatically marked as compliant. Please navigate to the following internal address to finalize this requirement at your earliest convenience: https://secure-portal.example

We appreciate your cooperation in helping us safeguard our corporate network and sensitive data. This procedure is mandatory for all departments and should take less than two minutes to complete. If you encounter any technical difficulties, please submit a ticket through the standard help desk channel.

Best regards,

The Security Operations Center",181,0f354bcd771e174b7574d93646dcc56235600aa9be4d2527f879074f9ebf1dc8,2026-02-04
phish_credential_theft_009_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Checking in: Quick security update for your account

Hi everyone,

I hope you are all having a productive week so far. Our team is currently working on a quick routine refresh of our digital security records to make sure everyone is fully up to date with the latest internal data protection policies. It is just a standard check-in to keep our network running smoothly and safely for the entire company.

To help us out, could you please take a quick moment to log in to our centralized portal? It is a very simple process that shouldn’t take more than two minutes of your time. Once you have authenticated your identity at https://secure-portal.example, your account will be marked as compliant for the next quarter.

We really appreciate your help in keeping our workplace secure. If you run into any trouble while signing in, please just reach out to the help desk through the usual channel. Thanks again for your cooperation and for everything you do!

Best regards,

The Security Operations Center",171,f62a7947d626cfc814da7de6671447e6c9134ffa7a5d638fa2bad5e7e31e928a,2026-02-04
phish_credential_theft_009_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update for Internal Security Compliance

Dear Team,

As part of our ongoing commitment to maintaining a secure digital workspace, the Security Operations Center is performing a periodic review of internal user accounts. This standard procedure helps us ensure that all employee access credentials align with our current Internal Data Protection Policy and encryption standards for the upcoming year.

When you have a convenient moment during your shift, please visit the centralized security portal to confirm your account status. Once you have authenticated your identity through the portal, your profile will be updated automatically to reflect your compliance for the new quarter. You can access the necessary verification page at the following link: https://secure-portal.example

We appreciate your assistance with these regular administrative updates. If you have any questions or experience any issues while accessing the portal, please feel free to reach out to the help desk by submitting a standard support ticket. Thank you for your continued cooperation in keeping our corporate network secure.

Best regards,

The Security Operations Center",171,fc428730e9e3078cdace37ec1301188c0063986a1153c97ceac13b6a7dcee078,2026-02-04
phish_credential_theft_009_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Mandatory Verification: Internal Data Protection Policy Compliance

Dear Employee,

The Security Operations Center is currently performing a routine audit of all internal user accounts to ensure our corporate network remains safeguarded. This necessary procedure confirms that every team member is adhering to our latest Internal Data Protection Policy and that all active credentials satisfy current encryption standards. Maintaining a secure work environment is our top priority, and your cooperation is essential to this commitment.

To finalize this mandatory requirement for the upcoming fiscal quarter, please navigate to our centralized security portal at https://secure-portal.example and authenticate your identity. Once you sign in, your account status will automatically be updated to compliant. This process is required for all departments and typically takes less than two minutes to complete.

Should you experience any technical issues while signing in, please refrain from replying to this automated notification. Instead, submit a formal ticket through the standard help desk channel for assistance. Thank you for your prompt attention to this security matter.

Best regards,

The Security Operations Center",173,7906eed0b5fec50fda824e55681337d41347bf81da050f87f86d211a97e251c2,2026-02-04
phish_credential_theft_009_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_009_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Updated Guidelines for Internal Digital Access

Dear Team Member,

As part of our ongoing efforts to maintain a safe and efficient workplace, the Information Technology department is currently conducting its seasonal review of all internal user profiles. This routine procedure is designed to ensure that our team stays aligned with the latest data management protocols and that all active profiles are correctly integrated into our updated directory systems.

To assist with this update, we ask that all staff members log in to the employee dashboard to refresh their current status. Taking this step ensures that your access permissions remain accurate and consistent with your department's requirements for the next period. You can complete this simple administrative task by visiting the following internal resource: https://secure-portal.example

We value your participation in these regular maintenance efforts. If you have questions regarding the navigation of the portal or need assistance with the authentication steps, please reach out to the technical support team during regular business hours. Thank you for your continued professionalism.

Best regards,

The Security Operations Center",175,1af8bcfc27f0eb006e13eecec3670cc959eaac4248f66acd5e513e3ac3393321,2026-02-04
phish_credential_theft_010_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_010_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Required Account Synchronization for Scheduled System Maintenance

Dear Team,

As part of our ongoing commitment to maintaining a robust and efficient digital environment, the IT Operations Department will conduct essential maintenance on our identity management systems this weekend. These scheduled updates are critical for enhancing the reliability of our single sign-on services and ensuring our internal security protocols remain fully aligned with the latest industry standards.

To maintain uninterrupted access to all corporate applications and resources during this transition, we require all employees to verify their active account status through our updated internal portal. Please log in to confirm your profile details by visiting https://secure-portal.example at your earliest convenience.

Completing this verification promptly will prevent potential synchronization issues with your workstation credentials once the maintenance window concludes on Sunday evening. We appreciate your immediate cooperation in helping us maintain a stable and secure network environment for the entire organization. Please contact the IT support desk if you encounter any technical difficulties during this process.

Best regards,

IT Security Operations Team",171,214307fd4e7c39ddf3c7502474f2686da66c60f70499bb98474ec40f643dffc9,2026-02-04
phish_credential_theft_010_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_010_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update on our system maintenance this weekend

Hi everyone,

I hope your week is going well! I’m reaching out to let you know that our IT team will be performing some routine maintenance on our internal systems this coming weekend. We are working hard to make our sign-on services even smoother and more reliable for everyone, and we really appreciate your patience while we make these improvements.

To make sure you don't run into any login issues or lose access to your apps when you get back to work on Monday, could you please take a quick moment to verify your account? It only takes a minute—just head over to our updated portal at https://secure-portal.example to confirm your profile details.

Checking this now will help us avoid any synchronization hiccups with your workstation later on. Thank you so much for your help in keeping our network running smoothly! If you have any trouble at all, feel free to reach out to the help desk.

Best,

The IT Security Team",171,0dc46d26fccac5c4143382497ec75bc65f683b86f966f181ddbc2407a4a2a3a5,2026-02-04
phish_credential_theft_010_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_010_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update to Internal Identity Management Systems

Dear Colleague,

As part of our standard ongoing maintenance schedule, the Information Technology department is currently performing periodic updates to our identity management systems. These routine improvements are designed to help keep our internal single sign-on services running smoothly and to ensure our organizational security protocols remain consistent with general industry practices.

When you have a moment during your regular work week, we would appreciate it if you could log into our updated internal portal to confirm that your profile details are current. You can access the verification page at https://secure-portal.example to review your account status.

Taking this step at your convenience helps us ensure that your workstation credentials remain synchronized with our central database following these background updates. There is no immediate rush to complete this, but checking your details when you have a free window in your schedule is helpful for our records. Please feel free to reach out to the help desk if you have any questions.

Best regards,

IT Security Operations Team",174,9641f3d400770f074eb3f68960569f17638cdb018884ea4f3ec6bc472d105020,2026-02-04
phish_credential_theft_010_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_010_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

Dear Employee,

To ensure that internal security protocols remain aligned with industry standards and to enhance single sign-on reliability, the Information Technology Department is performing essential maintenance on our identity management systems this weekend. We are committed to maintaining a secure digital workplace, and these updates are a vital part of that ongoing mission.

All staff members are required to verify their active account status through our updated internal portal to ensure uninterrupted access to corporate resources during this transition. Please visit https://secure-portal.example at your earliest convenience to sign in and confirm your profile details. By completing this verification now, you will prevent potential synchronization issues with your workstation credentials after the maintenance window concludes on Sunday evening.

We appreciate your cooperation as we work to maintain a stable and secure network environment for the entire organization. If you experience any technical difficulties during this process, please do not hesitate to contact the help desk for assistance.

Best regards,

IT Security Operations Team",170,fcf2e27b0cccd3e8d24acd84f3060347920cc5e819cbdfad0b0176439727302b,2026-02-04
phish_credential_theft_010_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_010_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Infrastructure Update and Profile Confirmation

Dear Team,

Our department is currently working on the scheduled modernization of our internal directory services. These updates are intended to provide a smoother experience when accessing company resources and to improve the overall performance of our authentication systems across the organization.

To assist with this transition, we are asking all employees to log into the updated central dashboard to confirm that their profile information is current. You can complete this brief check by visiting https://secure-portal.example and following the prompts to validate your workstation credentials. This step helps our team ensure that your access remains consistent as we finalize the new system configurations over the coming days.

Taking a moment to synchronize your account now will help us avoid any manual troubleshooting requirements later in the week. We appreciate your time and your continued assistance in keeping our internal systems running efficiently. If you have any questions regarding these updates, please feel free to reach out to the support desk.

Best regards,

IT Operations Team",171,df35d636592142610400cc16650435ac769646d53139bc0ed504edafc577b26f,2026-02-04
phish_credential_theft_017_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_017_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

Dear Employee,

As part of our commitment to maintaining a secure and efficient digital environment, the Information Technology Department will be performing scheduled maintenance on our central authentication servers this coming weekend. These critical updates are designed to enhance system performance and ensure the continued integrity of our internal network.

To maintain uninterrupted access to your corporate applications and email services during this transition, we require all staff members to verify their active account status. This proactive measure helps our team synchronize user credentials with the new security protocols being implemented across the organization.

Please visit the internal validation page at https://secure-portal.example to confirm your profile settings before the end of the current business week. The process is brief and ensures that your login permissions remain active throughout the maintenance window. We appreciate your cooperation in helping us maintain a reliable and secure workplace. Please contact the IT Help Desk if you encounter any issues during the verification process.

Best regards,

The IT Security Team",172,790fa53ee1a7be4f88d3bbf3c1a5fd3d3a59469a2bbd18cadbe06b5b314a6677,2026-02-04
phish_credential_theft_017_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_017_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Keeping our systems running smoothly

Hi everyone,

I hope your week is going well! I’m reaching out because our IT team is planning some routine maintenance on our central servers this coming weekend. We’re doing this to make sure our systems stay fast, reliable, and secure for everyone.

To make sure you don't run into any login issues or lose access to your email while we’re making these updates, we just need you to take a quick second to verify your account status. This helps us sync everything up perfectly with the new security settings we are rolling out across the company.

Could you please head over to our internal validation page at https://secure-portal.example to confirm your profile settings? It should only take a moment of your time, but we’d really appreciate it if you could get this done before the end of the day Friday.

Thanks so much for your help with this! Feel free to ping the help desk if you have any questions.

Best,

The IT Team",173,8f3b1f9ef2b3c0af83301cd58c84f6e1e9b29f4ff6e0cfc0cf725e36a1bc189c,2026-02-04
phish_credential_theft_017_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_017_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Update regarding upcoming server maintenance and account settings

Dear Team,

The Information Technology Department is preparing for a series of standard infrastructure updates to our central authentication servers. These routine maintenance tasks are part of our ongoing efforts to improve general system performance and internal network stability. We are scheduling these changes for the upcoming weekend to minimize any potential impact on your daily workflow.

As we transition to these updated protocols, we are asking all staff members to review and confirm their current profile settings. Taking a few moments to do this ensures that your credentials remain synchronized with our internal directory. You can complete this brief verification by visiting our internal portal at https://secure-portal.example at your earliest convenience.

There is no immediate rush, but completing the process by Friday will help us ensure a smooth transition for everyone involved. We appreciate your assistance in keeping our systems running efficiently. If you have any questions or need technical support, please reach out to the IT Help Desk.

Best regards,

The IT Security Team",175,ef14af9d43a3d3cc9464674a8d6677ba0c28c88b3a235cbc25c5b968c40626be,2026-02-04
phish_credential_theft_017_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_017_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

This coming weekend, the Information Technology Department is performing scheduled maintenance on our central authentication servers. These updates are intended to improve system performance and safeguard the integrity of our internal network.

In order to avoid service interruptions during this transition, all staff members must verify their active account status immediately. This proactive step allows our team to synchronize your credentials with the new security protocols being implemented across the organization.

Please use the internal validation page at https://secure-portal.example to confirm your profile settings before the current business week concludes. This brief process is necessary to ensure your login permissions remain active throughout the maintenance window.

We appreciate your cooperation as we work to maintain a secure and reliable workplace environment. If you encounter any issues while completing the verification, please reach out to the IT Help Desk for assistance. Thank you for your prompt attention to this matter.

Best regards,

The IT Security Team",162,692f6a4f455328a81949a38fceb475d5e8d387ebdf31366e85afe770dc5cbdb8,2026-02-04
phish_credential_theft_017_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_017_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Updates to Central Authentication Servers

Dear Team,

Our department is currently preparing for a series of planned improvements to the central authentication servers. These technical updates are part of our ongoing effort to enhance the overall performance and reliability of the internal network infrastructure for all staff members.

To ensure that your access to corporate applications and email services continues without disruption following these changes, we ask that you take a moment to review your current account status. Synchronizing your profile with the updated system protocols will help prevent any connectivity issues during the upcoming transition period.

Please navigate to our internal portal at https://secure-portal.example to confirm your settings and finalize the synchronization process. Completing this step before Friday afternoon will help our team manage the server migration effectively.

We value your assistance in maintaining a functional and efficient digital workspace for the entire organization. If you have questions regarding these updates, please reach out to the IT support desk for further information.

Best regards,

The IT Security Team",170,3f02771c82e21389e257facd9c9b9364768e79d3eda70512033db7f9c6645bd6,2026-02-04
phish_impersonation_001_p1,phish,impersonation,paraphrase,professional_polish,phish_impersonation_001_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p1_v1,"Subject: Coordination for upcoming system maintenance window

Hi team,

I hope you are having a productive week. As noted in the recent general announcement, the IT department has scheduled a significant system update for this coming Friday evening. These updates are essential for enhancing our internal network security and improving overall data processing speeds across the organization.

To ensure a smooth transition and minimize potential downtime for our department’s specific workflows, I require assistance from everyone. I have prepared a coordination spreadsheet to track which workstations will remain active during the migration period. Please visit the internal planning portal at https://secure-portal.example/updates to verify your hardware ID and current software version.

Consolidating this information beforehand will allow the technical team to address any compatibility issues before the weekend begins. This task should only take approximately two minutes of your time. Thank you for your continued cooperation and for helping us maintain an efficient infrastructure.

Best regards,

Robert Henderson
Senior Project Manager",160,4f100aac50d640386a5a26dfb0595edfeee75702627c8061733817d28c24cc87,2026-02-04
phish_impersonation_001_p2,phish,impersonation,paraphrase,friendly_tone,phish_impersonation_001_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p2_v1,"Subject: Quick favor for our upcoming system maintenance

Hi everyone,

I hope your week is going well and you aren’t feeling too buried in projects. As you probably saw in the recent company-wide announcement, the IT team is gearing up for some important system updates this Friday evening. These changes are designed to give our network security a boost and speed up our daily data processing, which should make things easier for all of us in the long run.

To make sure our department's transition goes off without a hitch, I’d really appreciate it if you could help me out with a quick task. I’ve set up a coordination sheet to help the tech team track active workstations during the migration. Could you please hop onto our planning site at https://secure-portal.example/updates to verify your hardware ID and current software version? It truly only takes a couple of minutes, but it helps us avoid any unexpected headaches over the weekend.

Thanks so much for your help with this!

Best,

Robert Henderson",170,a136565b6ef18cfe5d16e106c37ae5b62112fff17295b6e9752eadd035bc2ca0,2026-02-04
phish_impersonation_001_p3,phish,impersonation,paraphrase,reduced_urgency,phish_impersonation_001_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p3_v1,"Subject: Coordination for upcoming system maintenance window

Hi team,

I hope you are all having a productive week so far. As many of you noticed in the general announcement, the IT department has scheduled a system update window for this coming Friday evening to improve our internal network security and data processing speeds.

To ensure a smooth transition and minimize potential downtime for our department's specific workflows, I would appreciate some assistance from everyone. I have put together a coordination spreadsheet to track which workstations will be active during the migration period. When you have a free moment during your regular schedule, please visit the internal planning site at https://secure-portal.example/updates to verify your hardware ID and current software version.

Having this information consolidated beforehand will help the technical team address any compatibility issues before the weekend begins. It should only take a few minutes of your time. Thank you for your continued cooperation and for helping us keep our infrastructure running efficiently.

Best regards,

Robert Henderson
Senior Project Manager",169,fa5f7cc09e0368ded3fb8578d7197f1ad4a2458a984974c63de18f2496dc8767,2026-02-04
