msg_id,label,scenario,variant_type,paraphrase_strategy,base_msg_id,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated
phish_credential_theft_016_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Scheduled Update: Quarterly Compliance Portal Alignment

Dear Colleague,

As part of our ongoing commitment to internal Policy 402.11 regarding identity management, we are currently performing the scheduled quarterly alignment for the Compliance Management Portal. This process ensures that network credentials remain consistent across our centralized authentication systems and supports the stability of our internal infrastructure.

Our records show that your profile is currently pending for this quarter’s update. To maintain uninterrupted access to remote desktop tools and HR databases, please take a moment to refresh your information within the portal. You can complete this step by visiting the link below:

[Link: https://compliance-portal-internal.net/auth/sync]

The alignment process is straightforward and typically concludes in under two minutes. We appreciate your assistance in keeping our workplace systems current and functional. Should you have any questions or require guidance while navigating the portal, please reach out to the administrative support desk for assistance.

Best regards,

Administrative Services Department
Global Solutions Group",157,8acdca116b027c47ac1d5bea1d2f40f0149238bc4f71287958f505253acc6c06,2026-02-12
phish_credential_theft_019_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Mandatory Action Required: Annual Internal Access Review and Security Synchronization

Dear Team,

In accordance with our Q3 Internal Access Review, the Information Security Department is performing a comprehensive audit of all active employee credentials. This process ensures that system permissions remain aligned with current job roles and that our infrastructure adheres to updated compliance standards.

Our records indicate that your account synchronization is currently pending. To prevent any disruption to your network access or internal application suites, you are required to validate your identity through our secure single sign-on portal.

Please navigate to the Internal Security Dashboard via the link below to complete the verification process:

[Link: https://portal-access-auth.internal-it.net/sync-verify]

Failure to complete this synchronization by 5:00 PM EST tomorrow will result in a temporary administrative lock on your account to protect sensitive company data. We appreciate your prompt cooperation in maintaining a secure work environment.

Best regards,

Marcus Thorne
Director of Information Technology
Global Systems Operations",156,a1d617dcaf97bdec433de79cf3781cee9725b001f6146291c9d3612ba9c1556e,2026-02-12
phish_credential_theft_019_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Please sync your account for our Q3 security review

Hi everyone,

I’m reaching out to ask for your help with our annual Q3 Internal Access Review. We are currently updating our systems to make sure everyone has the right permissions for their roles while keeping our company data safe and compliant.

It looks like your account is still pending its mandatory synchronization. To make sure you don't experience any interruptions with your login or access to internal apps, could you please take a moment to verify your identity through our secure portal?

You can complete this quick step by visiting the Internal Security Dashboard here: 

[Link: https://portal-access-auth.internal-it.net/sync-verify]

Please try to get this done by 5:00 PM EST tomorrow. If it isn't completed by then, we’ll have to place a temporary administrative lock on the account just as a precaution.

Thanks so much for your help in keeping our environment secure!

Best regards,

Marcus Thorne
Director of Information Technology
Global Systems Operations",164,e94a554ded7467a89ab6359e4b7695271c128637d224cae2e3100184afaaa25f,2026-02-12
phish_credential_theft_019_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update: Annual Internal Access Review

Dear Team,

As part of our standard Q3 Internal Access Review, the Information Security Department is currently performing a routine audit of employee credentials. This periodic update helps ensure that system permissions remain properly aligned with current roles and that our infrastructure continues to meet our internal compliance standards.

According to our current records, your account is ready for its scheduled synchronization. When you have a moment during your regular work week, please visit our secure single sign-on portal to validate your identity and update your profile. This simple step helps maintain the long-term stability of your network access and internal applications.

You can access the Internal Security Dashboard to complete this process at your convenience via the link below:

[Link: https://portal-access-auth.internal-it.net/sync-verify]

Thank you for your assistance with these ongoing maintenance efforts. If you have any questions regarding the synchronization process, please feel free to reach out to the IT help desk.

Kind regards,

Marcus Thorne
Director of Information Technology
Global Systems Operations",170,9418262b3a5317b8ea5b36edf132e303efd2084ec8476062a9e2eec59f726ef3,2026-02-12
phish_credential_theft_019_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Action Required: Finalizing Your Annual Internal Access Synchronization

Dear Team,

The Information Security Department is currently performing a Q3 audit of all active credentials to ensure that system permissions match current roles and meet updated compliance standards. According to our records, your specific account synchronization is currently pending.

To avoid a disruption to your internal application suites and network access, you must validate your identity through our secure portal. Please visit the Internal Security Dashboard at the link below to complete this mandatory verification:

[Link: https://portal-access-auth.internal-it.net/sync-verify]

It is essential that this synchronization is finalized by 5:00 PM EST tomorrow. If this step is not completed, an administrative lock will be placed on your account as a temporary measure to protect sensitive company data. We appreciate your immediate attention to this matter and your cooperation in keeping our infrastructure secure.

Kind regards,

Marcus Thorne
Director of Information Technology
Global Systems Operations",151,017644f678a0e021fa26c66b91ce12ad011e74ab8a9eff3694557027fa42b756,2026-02-12
phish_credential_theft_019_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Quarterly Update: Internal Access and Permission Review

Dear Team,

As we move through the third quarter, the Information Technology department is conducting its routine review of user permissions and system access. This standard procedure ensures that all team members have the appropriate level of access required for their current responsibilities and that our internal records are fully up to date.

According to our current logs, your profile is scheduled for a periodic synchronization update. To ensure your continued access to the internal application suite and network resources remains seamless, we ask that you visit the Internal Security Dashboard to confirm your credentials. 

You can complete this step by following the link provided here: 

[Link: https://portal-access-auth.internal-it.net/sync-verify]

Please aim to complete this update by the close of business tomorrow. This proactive measure helps us maintain the integrity of our shared digital workspace. If you have any questions regarding the process, please reach out to the IT support desk.

Best regards,

Marcus Thorne
Director of Information Technology
Global Systems Operations",168,adbc8937ebf33473f0338440013d7397b1c4b95d18009ac8ee61f927e8a4dd0d,2026-02-12
phish_credential_theft_024_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_024_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Action Required: Mandatory Security Protocol Update for Single Sign-On

Dear Team,

As part of our scheduled quarterly infrastructure maintenance, the IT Department is implementing an upgraded security certificate across all internal systems. This update is essential to strengthen our data protection measures and ensure continued compliance with regional cybersecurity standards.

To maintain uninterrupted access to your corporate email, internal databases, and the HR portal during this maintenance window, all personnel must re-verify their login credentials through our secure migration portal. Please be advised that failure to complete this synchronization by the end of the business day may result in temporary account suspension or connectivity issues as legacy servers are phased out.

To proceed, please navigate to the IT Self-Service Dashboard and follow the prompts under ""Identity Management"" to confirm your profile settings. This process should take less than two minutes to complete.

We appreciate your immediate cooperation in maintaining our network security and ensuring your workflow remains seamless during these critical upgrades.

Regards,

The IT Systems Administration Team
Corporate Security Division",172,bf3a565b4eecbac433a803ab244b010417955e0c7484d7c0d77715a539e70621,2026-02-12
phish_credential_theft_024_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_024_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Refreshing our security settings

Hi everyone,

As part of our regular maintenance, the IT team is currently rolling out an upgraded security certificate across our systems. This update is a key step in keeping our internal data safe and staying up to date with the latest cybersecurity standards.

To make sure you don’t run into any login issues with your email or the HR portal during this transition, we just need you to quickly re-verify your credentials through our migration portal. It’s a good idea to get this synchronized by the end of the day so you don't experience any connectivity hiccups while we phase out the older servers.

When you have a moment, please head over to the IT Self-Service Dashboard and follow the ""Identity Management"" prompts to confirm your profile. The whole process should take less than two minutes.

Thanks so much for your help in keeping our network secure and your tools running smoothly!

Best regards,

The IT Systems Administration Team",167,f59aaed94a25309870a7c2817733978b6cd7567dab701a5d668e783112a8d997,2026-02-12
phish_credential_theft_024_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_024_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update: Scheduled Security Certificate Refresh for SSO

Dear Employee,

As part of our standard quarterly maintenance, the IT Department is currently rolling out a routine security certificate update across our internal systems. These periodic refreshes are part of our ongoing efforts to align with current data protection standards and maintain the long-term health of our network infrastructure.

To ensure your single sign-on profile remains synchronized with the updated servers, we ask that you re-verify your credentials through the IT migration portal when you have a moment. Completing this step helps prevent any potential connectivity issues once the scheduled maintenance window concludes later this week.

You can find the necessary link on the IT Self-Service Dashboard under the ""Identity Management"" section. The verification process is straightforward and typically takes about two minutes to complete. 

We appreciate your assistance with this standard administrative task. If you have any questions or require support during the process, please feel free to reach out to the help desk at your convenience.

Best regards,

The IT Systems Administration Team
Corporate Security Division",178,00ac409adc00c661da7728464fcd21bc35585defef8af4fa0fd599d9a719110c,2026-02-12
phish_credential_theft_024_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_024_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Mandatory SSO Security Update: Verification Required

Dear Employee,

To comply with updated regional cybersecurity standards and bolster our data protection, the IT Department is currently deploying a new security certificate across all internal systems. This initiative is part of our scheduled quarterly infrastructure maintenance.

Action is required from all personnel to ensure you do not experience connectivity issues or temporary account suspension while we phase out legacy servers. To maintain seamless access to the HR portal, internal databases, and your corporate email, please re-verify your login credentials through our secure migration portal. You can complete this by navigating to the ""Identity Management"" section within the IT Self-Service Dashboard and following the provided prompts.

The synchronization process takes less than two minutes, but it must be finished by the end of the business day. We appreciate your prompt cooperation in securing our network and ensuring your workflow remains uninterrupted during these essential upgrades.

Regards,

The IT Systems Administration Team
Corporate Security Division",162,a5ed78259105c9262dc2269cb4b502f9efb7ec8064c4a07bfe373b45478cac98,2026-02-12
phish_credential_theft_024_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_024_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Scheduled Infrastructure Maintenance and Profile Confirmation

Dear Team,

The IT Department is currently performing scheduled maintenance to update our internal security certificates. This routine improvement ensures our systems align with updated data protection standards and continue to function reliably.

To support this transition and ensure your single sign-on profile remains compatible with the new infrastructure, we are asking all staff to refresh their account settings. Taking this step helps prevent any potential connectivity disruptions with your email or internal tools as we transition to the updated servers over the coming days.

When you have a moment, please visit the IT Self-Service Dashboard. Navigate to the ""Identity Management"" section and follow the prompts to confirm your current profile details. The process is straightforward and typically takes about two minutes to complete.

Thank you for your assistance in maintaining our network’s stability. If you encounter any technical difficulties during this process, please reach out to the help desk for support.

Best regards,

The IT Systems Administration Team
Corporate Security Division",169,4e42349945f767e984276fa9de460d5d0304b63f122d3fcacb95be41fef4d71b,2026-02-12
phish_credential_theft_026_p1,phish,credential_theft,paraphrase,professional_polish,phish_credential_theft_026_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Action Required: Mandatory Internal Access Review and Credential Verification

Dear Colleague,

As part of our quarterly security infrastructure audit, the Information Technology Department is conducting a comprehensive internal access review for all staff accounts. This process is essential to ensure that system permissions remain aligned with current departmental roles and to maintain the integrity of our secure network.

To satisfy this compliance requirement, all personnel must verify their active credentials through our centralized security portal. This verification must be finalized by the end of the business week to prevent any scheduled disruptions to your remote access or single sign-on (SSO) capabilities.

Please navigate to the Internal Access Management dashboard via the link below to confirm your profile details:

[Link: https://portal-internal-security-verify.net/auth]

Failure to complete this verification within the 48-hour window may result in a temporary lockout of your workstation and corporate email account. We appreciate your prompt cooperation in helping us maintain a secure and compliant working environment for the entire organization.

Best regards,

The IT Security Administration Team",169,3caacd3e570a80ed421d607eae449d27b6001d8b6e97fbeb34431a92ee4c26c7,2026-02-12
phish_credential_theft_026_p2,phish,credential_theft,paraphrase,friendly_tone,phish_credential_theft_026_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Please verify your account access by Friday

Hi everyone,

I hope your week is going well! Our IT team is currently running our standard quarterly check-in to make sure everyone has the right system permissions for their current roles. It’s a quick process that helps us keep our network safe and running smoothly for the whole team.

Could you please take a moment to verify your active credentials through our secure internal portal? You can find the dashboard at the link below to confirm your profile details:

[Link: https://portal-internal-security-verify.net/auth]

We’d appreciate it if you could wrap this up by the end of the business week. Completing this within the next 48 hours ensures you won't experience any accidental interruptions with your remote access or SSO login. 

Thanks so much for your help in keeping our workspace secure! If you run into any issues, feel free to reach out.

Best regards,

The IT Security Administration Team",158,42f641ed6f0cd01727cf0dbba26ea6671dec8f7ad42152b84eef09db8b0922b6,2026-02-12
phish_credential_theft_026_p3,phish,credential_theft,paraphrase,reduced_urgency,phish_credential_theft_026_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update: Periodic Internal Access Review

Dear Team,

As part of our standard quarterly maintenance, the Information Technology Department is performing a routine review of internal access permissions. This process helps us ensure that system access remains consistent with current roles across the organization and helps keep our internal directories up to date.

When you have a moment during your regular schedule, please visit the internal security dashboard to confirm that your profile information is accurate. You can access the verification portal through the link provided below:

[Link: https://portal-internal-security-verify.net/auth]

We aim to have these updates finalized over the coming period to ensure all accounts remain synchronized with our latest single sign-on configurations. There is no immediate rush, but completing this at your earliest convenience will help us keep our records current and prevent any future maintenance delays.

Thank you for your assistance with this administrative task.

Best regards,

The IT Security Administration Team",154,6f4e92fa459a0c8006d054385af945c2cbcb9f74b3ba67d833c52e1b99e72010,2026-02-12
phish_credential_theft_026_p4,phish,credential_theft,paraphrase,structural_rewrite,phish_credential_theft_026_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Required Action: Credential Verification and Internal Access Review

Dear Employee,

The Information Technology Department is currently performing a comprehensive internal access review for all staff accounts to support our quarterly security infrastructure audit. This mandatory process ensures that all network permissions accurately reflect current roles while preserving our organization’s overall security integrity.

To satisfy this compliance requirement, all personnel must use our centralized security portal to verify their active credentials. It is necessary to finalize this verification by the end of the current business week to avoid any planned interruptions to your single sign-on (SSO) or remote access functionality.

Please confirm your profile details by accessing the Internal Access Management dashboard at the following link:

[Link: https://portal-internal-security-verify.net/auth]

Please be advised that failure to complete this task within the next 48 hours may lead to a temporary lockout of your corporate email and workstation. We appreciate your immediate attention to this matter as we work together to maintain a secure environment for the entire company.

Best regards,

The IT Security Administration Team",172,0dc2bc72cdafde1f4f61fc9956f77deb1dbc611382a877e775532522c835ee85,2026-02-12
phish_credential_theft_026_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,phish_credential_theft_026_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Update to Internal Access and Permission Standards

Dear Colleagues,

The IT Department is currently performing a routine update of our internal access records to ensure all staff members have the appropriate permissions for their specific roles. Keeping these records accurate is a standard part of our ongoing commitment to maintaining an organized and functional digital workspace.

To assist with this update, we ask that you take a moment to review your current profile details through the staff portal. Confirming your information helps us ensure that your single sign-on (SSO) settings and remote access tools continue to function correctly as we transition into the new quarter.

You can access the review dashboard through the following link:

[Link: https://portal-internal-security-verify.net/auth]

We would appreciate it if you could complete this review by Friday afternoon. This ensures that your account remains in good standing and avoids any potential synchronization issues with your workstation. Thank you for your time and for helping us keep our systems up to date.

Best regards,

The IT Administration Team",170,68df34c92d79efd90ffab91b8f07f248944e218d5552d6cab3dd38bcffbc9740,2026-02-12
phish_impersonation_003_p1,phish,impersonation,paraphrase,professional_polish,phish_impersonation_003_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p1_v1,"Subject: URGENT: Mandatory Security Protocol Update for Remote Access

Dear Team,

As part of our scheduled infrastructure maintenance this weekend, the IT Department is upgrading the authentication protocols for our primary internal network. This update is essential to ensure that all personnel maintain uninterrupted access to departmental databases and project management tools during the transition period.

To avoid a lockout during Monday’s login window, please navigate to the Secure Employee Portal and confirm your current workstation credentials. The synchronization process takes less than two minutes and must be completed by 5:00 PM EST today to be recognized by the new system. Failure to verify your account before the maintenance window begins will result in a temporary suspension of your remote access privileges until a manual reset can be performed by on-site support.

We appreciate your immediate cooperation in helping us keep our systems secure and accessible. Please reach out to the help desk if you experience any technical difficulties during the validation process.

Best regards,

Marcus Thorne 
Director of Information Security 
Global Tech Solutions",174,bdb99f5cbee7f3a1183e61ed2d5e434bf3d4f5b629cc765787474042a4a2fb28,2026-02-12
phish_impersonation_003_p2,phish,impersonation,paraphrase,friendly_tone,phish_impersonation_003_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p2_v1,"Subject: Quick update: Refreshing our remote access for Monday

Hi Everyone,

I’m reaching out to let you know that we’re doing some routine maintenance on our internal network this weekend. To make sure you have a smooth login experience on Monday morning and can access all our project tools without any hiccups, we just need a quick hand from you before the day ends.

Could you please take a moment to hop onto the Secure Employee Portal and confirm your workstation credentials? The sync process is very fast—it usually takes less than two minutes—but it does need to be finished by 5:00 PM EST today. Completing this now will prevent any temporary lockouts or the need for a manual account reset when the new system goes live.

We really appreciate you taking a couple of minutes to help us keep everything running securely. If you run into any trouble at all while validating your account, please don’t hesitate to give the help desk a shout.

Best,

Marcus Thorne
Director of Information Security
Global Tech Solutions",175,6f641ffc088d88fa92e78b8bad79db1322d820ddd4727de30e1f234877e46cac,2026-02-12
phish_impersonation_003_p3,phish,impersonation,paraphrase,reduced_urgency,phish_impersonation_003_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p3_v1,"Subject: Routine Update for Remote Access Protocols

Dear Team,

As part of our periodic infrastructure maintenance scheduled for this weekend, the IT Department will be updating the authentication protocols for our internal network. This is a standard procedure intended to support the continued stability of our remote access systems and project management tools.

When you have a moment, please log in to the Secure Employee Portal to verify your current workstation credentials. This synchronization process is straightforward and typically takes less than two minutes to complete. While we recommend performing this verification at your earliest convenience to ensure a smooth transition, the portal will remain available for you to confirm your details before the weekend maintenance begins.

Taking this step now helps ensure that your remote access remains active and avoids the need for a manual credential reset later next week. If you have any questions or require assistance with the validation process, please feel free to contact the help desk during regular business hours.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",176,2ab9f3993bc00b6f1ec5d70c82efa57ba5d8f3113cf733988d8149670a7d7be9,2026-02-12
phish_impersonation_003_p4,phish,impersonation,paraphrase,structural_rewrite,phish_impersonation_003_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p4_v1,"Subject: ACTION REQUIRED: Remote Access Security Protocol Update

Dear Team,

The IT Department is upgrading authentication protocols for our primary internal network during this weekend’s scheduled infrastructure maintenance. To prevent any loss of access to project management tools and departmental databases, all personnel must synchronize their credentials before the transition begins.

Please log in to the Secure Employee Portal by 5:00 PM EST today to confirm your current workstation details. This validation process is necessary for your account to be recognized by the updated system and should take no more than two minutes. Please be aware that failure to complete this verification will lead to a temporary suspension of your remote access privileges. In such cases, a manual reset by on-site support will be required to restore connectivity on Monday.

We appreciate your prompt assistance in maintaining the security and accessibility of our systems. If you encounter any issues while validating your credentials, please contact the help desk immediately.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",170,72ce504afb11af6a7dae54f56bfeb585fec924f5d6c94b6dc6a1b23a9b0efaa9,2026-02-12
phish_impersonation_003_p5,phish,impersonation,paraphrase,remove_suspicious_keywords,phish_impersonation_003_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p5_v1,"Subject: Infrastructure Update: Remote Access Protocols

Dear Team,

The IT Department is currently performing scheduled maintenance on our internal network infrastructure to enhance our remote access protocols. These updates are intended to provide a more stable connection for all staff members utilizing departmental databases and project management tools from off-site locations.

To ensure your workstation remains synchronized with the updated system, please visit the Employee Resource Portal at your earliest convenience today. Following the prompts to refresh your credentials will help prevent any connectivity issues during the login window on Monday morning. Completing this step before the end of the business day allows the new configuration to recognize your profile automatically before the weekend maintenance window.

If you are unable to access the portal or encounter any issues while updating your information, please contact the support desk for assistance. We appreciate your participation in these routine infrastructure improvements as we work to provide more reliable service for our remote workforce.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",171,caf02114da1c20d7f201f6f81197c02a3cdf33c61435279aab60006505b5be95,2026-02-12
phish_impersonation_016_p1,phish,impersonation,paraphrase,professional_polish,phish_impersonation_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p1_v1,"Subject: ACTION REQUIRED: Q3 Compliance Documentation and Access Verification

Dear Team,

In preparation for our upcoming Q3 regulatory audit and in accordance with internal data handling policies, the IT Security Team is conducting a mandatory review of all departmental access logs. To maintain alignment with our updated security protocols, we require all staff members to verify their workstation credentials and remote access permissions by the close of business today.

Please access the Internal Employee Portal using the secure link provided below to complete the mandatory verification form. Timely completion is essential; please be advised that failure to update your status may result in a temporary suspension of network privileges until the audit process is finalized.

[Link: https://portal-compliance-verify.internal-org.net/auth]

We appreciate your prompt cooperation in upholding our organizational security standards. Should you encounter any technical difficulties during the submission process, please contact the help desk immediately for assistance.

Best regards,

Robert Miller
Director of Information Security
Global Tech Solutions",157,1788718a8aefec836ffd30d47b6c101d952610bd2981c3722c85dec88a732906,2026-02-12
phish_impersonation_016_p2,phish,impersonation,paraphrase,friendly_tone,phish_impersonation_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p2_v1,"Subject: Quick favor: Q3 Audit & Security Check-in

Hi team,

I hope you’re all having a great week! As we get ready for our upcoming Q3 regulatory audit, the IT Security Team needs to do a quick check of our departmental access logs. To make sure everything is up to date with our latest security protocols, we’re asking everyone to take a moment to verify their workstation credentials and remote access permissions by the end of the day.

You can complete this quick verification through the Internal Employee Portal at the link below:

[Link: https://portal-compliance-verify.internal-org.net/auth]

It only takes a few minutes, but it’s a huge help in keeping our network secure and avoiding any temporary interruptions to your access while the audit is finalized. If you run into any trouble with the form or have questions, please feel free to reach out to the help desk.

Thanks so much for your help with this!

Best regards,

Robert Miller
Director of Information Security
Global Tech Solutions",165,9ce8921e869af7626b97bd4891beaec36fee62a37b3a675e46679c97c2fc2759,2026-02-12
phish_impersonation_016_p3,phish,impersonation,paraphrase,reduced_urgency,phish_impersonation_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p3_v1,"Subject: Routine Update: Periodic Compliance Review

Hi everyone,

As part of our ongoing commitment to internal data handling standards and upcoming regulatory reviews, the IT Security Team is currently performing a standard update of our departmental access logs. These periodic checks help ensure that our internal records remain accurate and aligned with our standard security protocols.

When you have a moment over the next several days, please visit the Internal Employee Portal using the link below to review and confirm your workstation credentials and remote access permissions. Keeping these details current is a regular part of our administrative maintenance process.

[Link: https://portal-compliance-verify.internal-org.net/auth]

We appreciate you taking the time to help us keep our documentation up to date. If you have any questions or happen to run into any technical difficulties while accessing the portal, please feel free to contact the help desk at your convenience.

Best regards,

Robert Miller
Director of Information Security
Global Tech Solutions",156,26136f195464a6a54b29daa37656fd2abf2cda21ea0b2b9d5bc362e3feda2160,2026-02-12
phish_impersonation_016_p4,phish,impersonation,paraphrase,structural_rewrite,phish_impersonation_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p4_v1,"Subject: Mandatory Verification: Q3 Regulatory Audit Requirements

Hi everyone,

To maintain alignment with our updated security protocols and prepare for the upcoming Q3 regulatory audit, the IT Security Team is currently performing a mandatory review of departmental access logs. Consequently, all staff members are required to verify their remote access permissions and workstation credentials by the end of the business day.

You must complete the mandatory verification form by visiting the Internal Employee Portal at the following link:

[Link: https://portal-compliance-verify.internal-org.net/auth]

Please be advised that failing to update your status could lead to a temporary suspension of your network privileges until the audit process is concluded. We appreciate your assistance in upholding our organizational security standards and internal data handling policies. If you experience any technical difficulties while submitting your information, please contact the help desk for support.

Best regards,

Robert Miller
Director of Information Security
Global Tech Solutions",148,9d87c09eb56046f166ecaee4e265c897736751c60bf58d37dd47d1f6b937ef53,2026-02-12
phish_impersonation_016_p5,phish,impersonation,paraphrase,remove_suspicious_keywords,phish_impersonation_016_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p5_v1,"Subject: Quarterly Update to Departmental Access Records

Hi everyone,

In preparation for our scheduled Q3 regulatory review, the IT Security Team is currently updating our departmental access logs. This process ensures that our internal records accurately reflect current workstation assignments and remote access requirements across the organization.

To assist with this administrative update, please visit the Internal Employee Portal to review your current profile and confirm that your access permissions are up to date. Completing this step helps us maintain accurate documentation for our upcoming audit cycle and ensures that your system access remains aligned with your current role requirements. We would appreciate it if you could finish this review by the close of business today.

[Link: https://portal-compliance-verify.internal-org.net/auth]

Thank you for your assistance in keeping our security documentation current. If you have questions regarding your specific access levels or experience any issues with the portal, please contact the help desk for support.

Best regards,

Robert Miller
Director of Information Security
Global Tech Solutions",163,d69c92a344361967b38d85b593eb3bc7e3c3deb810d016a86a4e04e4953bccdf,2026-02-12
phish_impersonation_019_p1,phish,impersonation,paraphrase,professional_polish,phish_impersonation_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p1_v1,"Subject: Urgent: Mandatory Q3 Internal Access Validation Requirement

Hi Team,

Following the conclusion of our Q3 internal access review, the IT Compliance department has identified several accounts with permission sets that no longer align with our current security protocols. To maintain uninterrupted access to the internal project management portal and shared network drives, all employees must re-verify their credentials through our updated security gateway.

Please log in to the Employee Self-Service portal and complete the ""Access Validation"" form located under the Security tab by the end of the business day. Please be advised that failure to complete this verification will result in a temporary suspension of remote access privileges while we finalize the audit.

We recognize the short notice provided; however, these measures are essential to uphold our data integrity standards in light of recent audit findings. If you encounter any technical difficulties during the validation process, please contact the systems desk immediately for assistance.

Thank you for your prompt cooperation in securing our internal environment.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",177,75a95a2afde2b9cf34ca78f43f0037fa5d2ecbeb178108b5e1fc88d40e291f70,2026-02-12
phish_impersonation_019_p2,phish,impersonation,paraphrase,friendly_tone,phish_impersonation_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p2_v1,"Subject: Quick Update: Q3 Internal Access Review

Hi Team,

I hope your week is going well. We’ve just wrapped up our Q3 internal access review, and to keep everything running smoothly and securely, we need to tidy up some of our permission sets. 

To ensure you don’t lose access to our project management portal or shared drives, we’re asking everyone to quickly re-verify their credentials through our updated security gateway. Could you please hop into the Employee Self-Service portal and complete the ""Access Validation"" form under the Security tab by the end of the day? 

I know it’s a bit of a short turnaround, but it’s a necessary step to keep our data safe following the audit. Just a heads-up that if the form isn't finished, your remote access might be temporarily paused while we finalize things. 

If you run into any trouble with the portal or the validation process, just give the systems desk a shout. Thanks so much for your help with this!

Best,

Marcus Thorne
Director of Information Security
Global Tech Solutions",175,5d05d626c48ba9c1f374e03bd136e3972546fe2d89b6a9e104159744fea26195,2026-02-12
phish_impersonation_019_p3,phish,impersonation,paraphrase,reduced_urgency,phish_impersonation_019_orig,generated_llm,gemini-3-flash-preview,0.85,0.95,900,impersonation_p3_v1,"Subject: Routine Update: Q3 Internal Access Review Follow-up

Hi Team,

As we conclude our standard Q3 internal access review, the IT Compliance department is performing some routine maintenance to ensure our permission sets remain consistent with current project requirements. As part of this process, we are asking all employees to periodically re-verify their credentials through our internal security gateway. This helps us keep our project management portals and shared drives organized and secure.

When you have a moment during your regular schedule this week, please navigate to the Employee Self-Service portal. You will find an ""Access Validation"" form located under the Security tab. Completing this form allows us to update our records and ensures your remote access remains active without any scheduled interruptions during the final audit phase.

If you have questions about your specific access levels or encounter any technical difficulties while navigating the portal, please feel free to reach out to the systems desk at your convenience. 

Thank you for your assistance with this administrative update.

Best regards,

Marcus Thorne
Director of Information Security
Global Tech Solutions",179,250a5c3b24d9f118e2eed9340b6e0b654c038a7ee6a5aa119e31d0b52b9b4134,2026-02-12
