msg_id,label,scenario,variant_type,paraphrase_strategy,source,generation_model,temperature,top_p,max_output_tokens,prompt_id,text,length_words,text_hash,date_generated,base_msg_id
phish_credential_theft_005_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Internal Access Review and Account Verification

Dear Employee,

As part of our commitment to maintaining a secure digital environment, the Information Security Team is conducting a scheduled internal access review across all departments. This periodic audit helps us ensure that user permissions remain aligned with current roles and that all active accounts are properly authenticated within our updated directory services.

When you have a moment during your regular work week, we ask that you verify your account status through our centralized validation portal. This is a standard administrative procedure to ensure your access to corporate applications and internal resources remains consistent. You can complete this brief confirmation process by visiting the link provided below and signing in with your organizational credentials to acknowledge the current security policy.

Please navigate to: https://secure-portal.example

We appreciate your cooperation in helping us maintain our corporate infrastructure. If you have any questions or encounter any technical difficulties, please feel free to reach out to the internal help desk.

Regards,

The IT Security Team",170,3a80a12b33e6b5bc39721af50110aa1beec5d1b972d3236b7c727cc3d44b678b,2026-02-04,phish_credential_theft_005_orig
phish_credential_theft_005_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Internal Access Review: Required Account Verification

Dear Employee,

To ensure that user permissions remain aligned with current roles, the Information Security Team is conducting a scheduled internal access review. This audit is part of our commitment to maintaining a secure digital environment by confirming that all active accounts are properly authenticated within our updated directory services.

Staff members must verify their account status through our centralized validation portal to maintain uninterrupted access to internal resources and corporate applications. Please complete this brief confirmation process by visiting the secure link provided below. To acknowledge the current security policy, you will be required to sign in using your standard organizational credentials.

Please navigate to: https://secure-portal.example

We appreciate your prompt attention to this administrative requirement and your cooperation in helping us safeguard our corporate infrastructure. Should you encounter any technical difficulties during the sign-in process, please contact the internal help desk for assistance. Thank you for your support in protecting our data.

Regards,

The IT Security Team",165,c36bf113a47568f7e4f1bb1e30ba90c1b92512c09a7e9b221addc472f459cf3b,2026-02-04,phish_credential_theft_005_orig
phish_credential_theft_005_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Update on internal systems and access management

Dear Colleague,

As we move into the next phase of our infrastructure updates, the Information Technology department is conducting a routine review of all active user profiles. This process is part of our standard maintenance cycle to ensure that our internal directory remains accurate and that every team member has the appropriate permissions for their specific job functions.

To assist with this coordination, we are asking all employees to log into the updated validation portal to confirm their current account details. This step helps us maintain the integrity of our shared digital workspace and ensures that your access to essential applications remains seamless during our upcoming system migrations.

Please visit the following internal link to complete your profile confirmation: https://secure-portal.example

We appreciate your time and assistance with this organizational task. If you have questions regarding the portal or need help with the sign-in process, please feel free to reach out to the help desk at your convenience.

Best regards,

The Information Technology Team",171,4e165ae9b7bbc9393a9b0dd99905af9c5c7007cba3bb4f05f5cc74778dfa5709,2026-02-04,phish_credential_theft_005_orig
phish_credential_theft_006_p1,phish,credential_theft,paraphrase,professional_polish,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Scheduled Maintenance and Account Re-verification Required

As part of our ongoing commitment to maintaining a secure digital environment, the Internal IT Security Team will be conducting scheduled maintenance on our centralized authentication services this coming weekend. This update is designed to improve the reliability of our Single Sign-On systems and ensure that all employee credentials meet the updated encryption standards recently established by our global compliance department.

To ensure that your remote access remains uninterrupted following these system upgrades, we require all staff members to verify their current account status through our internal validation gateway. Please take a moment to sign in to the portal at https://secure-portal.example to confirm your profile details and synchronize your security settings with the new framework.

Failure to complete this verification prior to Friday evening may result in temporary synchronization delays when accessing corporate resources on Monday morning. We appreciate your cooperation in helping us transition to these more robust security protocols. If you have any questions regarding this mandatory update, please contact the IT helpdesk.",172,6f6e3ab59218c5295ed16c40e2310a5a00f1a55cfaa5d5f19264ca5d2f93a2db,2026-02-04,phish_credential_theft_006_orig
phish_credential_theft_006_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Keeping our login systems running smoothly

Hi everyone,

I hope your week is going well! Our IT team is planning some routine maintenance on our authentication systems this weekend to keep everything running smoothly and securely. We are upgrading our encryption standards to make sure our Single Sign-On tools stay as reliable as possible for everyone.

To make sure you don’t run into any annoying connection issues when you log back in on Monday morning, we just need you to quickly re-verify your account details. It only takes a minute—please just head over to https://secure-portal.example and sign in to sync your profile with the new security updates.

If you could take care of this before you head out this Friday, it would really help us avoid any synchronization delays with your remote access next week. Thanks so much for your help in keeping our systems safe and up to date! If you run into any trouble, feel free to reach out to the helpdesk.",167,6a654f9c045d1f63776183e10e8cb6eebf9c7dc9e857ac434240906048638e36,2026-02-04,phish_credential_theft_006_orig
phish_credential_theft_006_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update to Authentication Services

As part of our periodic infrastructure updates, the IT department is currently working to align our centralized authentication services with the latest internal encryption standards. This routine maintenance is intended to improve the overall stability of our Single Sign-On systems and ensure that our security framework remains consistent across all departments.

Whenever you have a convenient moment this week, we ask that you visit our internal validation gateway to confirm your profile details. Synchronizing your settings through the portal at https://secure-portal.example helps us ensure that your remote access credentials remain fully compatible with the updated system.

This is a standard procedure and does not require immediate action, though completing the verification at your earliest convenience will help prevent any minor synchronization delays during future login sessions. We appreciate your ongoing assistance in keeping our corporate systems updated and efficient. Please reach out to the IT helpdesk if you have any general questions regarding this update process.",162,1f06736efe105ecbc77658001755e4afd1e4b1cc5bc8118383943729e20b35c7,2026-02-04,phish_credential_theft_006_orig
phish_credential_theft_006_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Maintenance and Account Re-verification Required

This coming weekend, the Internal IT Security Team is performing scheduled maintenance on our centralized authentication services. This update aims to enhance the reliability of our Single Sign-On systems while ensuring employee credentials align with new encryption standards set by the global compliance department.

We require all staff members to verify their account status through our internal validation gateway to ensure your remote access remains uninterrupted after these upgrades. Please visit the portal at https://secure-portal.example to sign in, confirm your profile details, and synchronize your security settings with our new framework.

Please complete this verification by Friday evening to avoid temporary synchronization delays when accessing corporate resources on Monday morning. We appreciate your cooperation as we transition to these more robust security protocols. If you have any questions regarding this process, please contact the IT helpdesk for assistance. Thank you for your prompt attention to this security requirement and for helping us maintain a secure digital environment for the entire company.",168,60bcb4dae7d53e5a478949b20640df009a7f5e8d55ae6e22996f1a7dcf3e2db1,2026-02-04,phish_credential_theft_006_orig
phish_credential_theft_006_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Updates to Centralized Authentication Services

The Internal IT Security Team is preparing for a series of scheduled improvements to our centralized authentication services over the coming weekend. These modifications are part of a broader initiative to align our Single Sign-Ons with the latest encryption standards recommended by our global compliance department. Our goal is to enhance the overall stability and performance of our digital infrastructure for all employees.

To assist with a seamless transition, we are asking all staff members to log in to the internal validation gateway. Please navigate to https://secure-portal.example at your earliest convenience to review your profile details and synchronize your current settings with the updated framework. Completing this step helps ensure that your remote access remains consistent once the system upgrades are finalized on Sunday evening.

We appreciate your time and assistance in supporting these infrastructure improvements. If you encounter any issues while accessing the portal or have general questions regarding the process, please reach out to the IT helpdesk for further guidance.",168,fbe1cd88588e8bf52a9bb29737ed31e6eafd1cb13ef92d727691f6236d812c79,2026-02-04,phish_credential_theft_006_orig
phish_credential_theft_007_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Keeping our accounts secure and up to date

Hi everyone,

I hope your week is off to a great start! Our security team is currently running a routine check to make sure everyone's account permissions and multi-factor settings are properly aligned for the new quarter. It is just a standard part of our effort to keep our digital workspace safe and running smoothly for everyone.

To make sure you don't run into any login issues or interruptions with your workstation and apps, could you please take a quick moment to verify your credentials? You can head over to our dashboard at https://secure-portal.example to confirm your status. The whole process is fully automated and usually takes less than two minutes to finish.

If you could take care of this by the end of the business week, it would be a huge help as we prep for our upcoming system migration. Thanks so much for your cooperation and for helping us keep our data secure!

Best,

The IT Security Team",171,fee24c9e2e476ee4bdbd338df298c67e373f180e0dbd9a9d4565510f7d283b69,2026-02-04,phish_credential_theft_007_orig
phish_credential_theft_007_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update to Employee Access Records

Dear Team Member,

As part of our standard quarterly administrative processes, the IT Security Team is currently performing a periodic update of our internal employee access records. This routine activity helps ensure that all staff account permissions are accurately documented and that our internal directories stay current as departments evolve.

When you have a convenient moment during your regular work week, we would appreciate it if you could log into the administrative portal at https://secure-portal.example to verify your existing account details. This is a simple, automated check designed to assist with our long-term infrastructure planning and general record-keeping. There is no immediate rush to complete this, as we are gathering these updates gradually over the coming weeks to prepare for future system optimizations.

We value your assistance in maintaining organized and accurate workplace records. If you have any general questions regarding this standard administrative update, please feel free to reach out to the operations desk at your convenience.

Best regards,

IT Security Administration
Global Operations Center",173,e1ca0f51b4bba1f6da2f4a2ac9b73d57ef113b18c0b184cb105e04b8892b4708,2026-02-04,phish_credential_theft_007_orig
phish_credential_theft_007_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Verification of Employee Access Credentials

Dear Employee,

The Internal Security Team is currently performing a routine audit of all active staff accounts to uphold our commitment to a secure digital environment. This administrative procedure is standard practice to ensure that multi-factor authentication settings are properly configured for the upcoming quarter and that permissions align with departmental roles.

We require all personnel to complete a brief credential verification to prevent any service disruptions during our next system migration and ensure uninterrupted access to workstations and cloud applications. Please navigate to the centralized security dashboard at https://secure-portal.example to confirm your account status. This automated process takes less than two minutes to finish.

We ask that you complete this verification by the end of the business week. Your cooperation is greatly appreciated as it helps our team protect sensitive data and maintain a safe, efficient workplace infrastructure. Thank you for your prompt attention to this security requirement as we transition into the new quarter.

Best regards,

IT Security Administration
Global Operations Center",171,1582ab89de1ead1bbea135496499cf89b42aa1ffaf58735716300545a2994fb6,2026-02-04,phish_credential_theft_007_orig
phish_credential_theft_007_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Routine Update for Employee Access Portal

Dear Team,

As we transition into the new business quarter, the IT department is performing a scheduled review of our internal access systems. This administrative task is part of our standard operational procedure to ensure that all staff profiles are properly synced with the latest security protocols and departmental structures.

To help us maintain the efficiency of our network, we are asking all employees to log in to the updated directory and confirm their current profile details. Please navigate to the centralized dashboard at https://secure-portal.example to finalize your information. Completing this step helps our team ensure that your workstation settings and cloud application permissions remain current ahead of the upcoming infrastructure migration.

We ask that you finish this check by Friday afternoon to assist us in finalizing the quarterly audit. Your participation helps the Global Operations Center provide a seamless digital experience for everyone. Thank you for your time and your continued commitment to our team standards.

Best regards,

IT Security Administration
Global Operations Center",172,f8ff2e93ae7935decf33bcd8f56d46dffb98329a5cb587684a43567c05a048c5,2026-02-04,phish_credential_theft_007_orig
phish_credential_theft_008_p1,phish,credential_theft,paraphrase,professional_polish,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

Dear Team Member,

As part of our ongoing commitment to maintaining a secure and robust digital environment, the Internal IT Security Team will be conducting a scheduled infrastructure update during the upcoming maintenance window this weekend. To ensure a seamless transition and prevent any potential synchronization issues with your corporate profile, we require all staff members to verify their account status through our centralized security portal.

This verification process is a standard procedure designed to validate your current access permissions before the system migration begins on Saturday evening. Please take a moment to sign in to the portal at https://secure-portal.example using your standard employee credentials. Once you have logged in, follow the prompts to confirm that your profile information is accurate.

Completing this task by the end of the business day will help us avoid any service interruptions to your workstation during the update. Thank you for your continued cooperation in keeping our corporate network secure and efficient.

Best regards,

Internal IT Security Team",171,908506077b8125ee055b2c0fc47caf62e60dbbccbf032202119e6c6335d9c55a,2026-02-04,phish_credential_theft_008_orig
phish_credential_theft_008_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update: Help us prep for this weekend’s system maintenance

Hi everyone,

I’m reaching out to let you know that our IT team will be performing some routine infrastructure updates over the coming weekend. We want to make sure the transition goes as smoothly as possible for everyone, so we’re asking all staff members to quickly verify their account status before the migration kicks off on Saturday evening.

Could you please take a quick moment to head over to our centralized security portal at https://secure-portal.example and log in with your usual credentials? Once you are in, just follow the simple prompts to confirm that your profile details are all set. Completing this small step by the end of the day will really help us prevent any sync issues or unexpected service interruptions to your workstation next week.

We really appreciate your help in keeping our systems running efficiently. Thanks so much for your cooperation and for helping us keep everything secure!

Best,

Internal IT Security Team",167,24c05410622fd400deca06cf6c3acff78e7b190dd6f68d71bcf19a87f28ca3a9,2026-02-04,phish_credential_theft_008_orig
phish_credential_theft_008_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update to Employee Profile Information

Dear Team,

As part of our ongoing efforts to keep our internal directories accurate and functional, we are asking all staff members to review their profile information within the centralized security portal. This is a standard administrative task intended to ensure that our records reflect your current department and access requirements as we plan for future infrastructure improvements.

When you have a moment during your regular schedule, please log in to the portal at https://secure-portal.example using your standard employee credentials. Once you are signed in, simply follow the provided prompts to confirm that your profile details are correct. There is no immediate rush to complete this, but having it finished at your earliest convenience will assist our team in keeping the backend systems organized.

We appreciate your assistance with this routine maintenance task. If you have any questions regarding the portal or your profile status, please feel free to reach out to the help desk.

Best regards,

Internal IT Security Team",168,63a1aa43a53872a74828ebb2708f235e94ff7f0683a0e79e8ba78e6db7955f7e,2026-02-04,phish_credential_theft_008_orig
phish_credential_theft_008_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

Dear Employee,

To maintain a secure digital environment, the Internal IT Security Team is performing a scheduled infrastructure update during this weekend’s maintenance window. We require all staff members to verify their account status through our centralized security portal to ensure a seamless transition and prevent potential synchronization issues with your corporate profile.

This standard verification procedure validates your current access permissions before the system migration begins this Saturday evening. Please sign in to the portal at https://secure-portal.example using your standard employee credentials. After logging in, follow the automated prompts to confirm your profile information is accurate and up to date.

Completing this task by the end of the business day helps us avoid service interruptions to your workstation during the update process. We appreciate your cooperation in keeping our corporate network efficient and secure. Thank you for your prompt attention to this necessary security measure during our upcoming migration period.

Best regards,

Internal IT Security Team",164,beeef730474498a8ff989927ccd49500bad1c63473beab58863d1768096030c5,2026-02-04,phish_credential_theft_008_orig
phish_credential_theft_008_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Updates to Employee Digital Workspace Profiles

Dear Team,

The Information Technology department is currently preparing for the next phase of our infrastructure development plan. These upcoming changes are part of our ongoing efforts to improve the efficiency of our internal systems and provide a more stable digital environment for all departments. To facilitate this process, we are asking everyone to assist with a brief administrative check of their corporate profiles.

Please visit the centralized directory at https://secure-portal.example to review your current access settings. Once you have logged in with your standard credentials, you can check that your profile information aligns with our new system requirements. Finishing this review by the conclusion of your shift will ensure that your workstation remains fully synchronized with the network after the transition occurs this weekend.

We appreciate your assistance in helping us maintain the integrity of our shared systems. Should you have any questions regarding these updates, please reach out to the help desk.

Best regards,

Internal IT Operations Team",167,7c3682adfe4b9c865486306b13d60656a8181751ac07881b36f2e843e25b49a1,2026-02-04,phish_credential_theft_008_orig
phish_credential_theft_009_p1,phish,credential_theft,paraphrase,professional_polish,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Mandatory Annual Digital Access and Security Policy Review

Dear Employee,

As part of our ongoing commitment to maintaining a secure and resilient work environment, the Corporate Information Security Team is currently conducting a routine audit of all internal user accounts. This mandatory process ensures that every team member remains in full compliance with our updated Internal Data Protection Policy and that all active credentials meet our latest encryption standards for the upcoming fiscal quarter.

To complete this required verification, we request that all staff members sign in to the centralized security portal to validate their account status. Once you have successfully authenticated your identity, your profile will be automatically marked as compliant. Please navigate to the following internal address to finalize this requirement at your earliest convenience: https://secure-portal.example

We appreciate your cooperation in helping us safeguard our corporate network and sensitive data. This procedure is mandatory for all departments and should take less than two minutes to complete. If you encounter any technical difficulties, please submit a ticket through the standard help desk channel.

Best regards,

The Security Operations Center",181,0f354bcd771e174b7574d93646dcc56235600aa9be4d2527f879074f9ebf1dc8,2026-02-04,phish_credential_theft_009_orig
phish_credential_theft_009_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Checking in: Quick security update for your account

Hi everyone,

I hope you are all having a productive week so far. Our team is currently working on a quick routine refresh of our digital security records to make sure everyone is fully up to date with the latest internal data protection policies. It is just a standard check-in to keep our network running smoothly and safely for the entire company.

To help us out, could you please take a quick moment to log in to our centralized portal? It is a very simple process that shouldn’t take more than two minutes of your time. Once you have authenticated your identity at https://secure-portal.example, your account will be marked as compliant for the next quarter.

We really appreciate your help in keeping our workplace secure. If you run into any trouble while signing in, please just reach out to the help desk through the usual channel. Thanks again for your cooperation and for everything you do!

Best regards,

The Security Operations Center",171,f62a7947d626cfc814da7de6671447e6c9134ffa7a5d638fa2bad5e7e31e928a,2026-02-04,phish_credential_theft_009_orig
phish_credential_theft_009_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update for Internal Security Compliance

Dear Team,

As part of our ongoing commitment to maintaining a secure digital workspace, the Security Operations Center is performing a periodic review of internal user accounts. This standard procedure helps us ensure that all employee access credentials align with our current Internal Data Protection Policy and encryption standards for the upcoming year.

When you have a convenient moment during your shift, please visit the centralized security portal to confirm your account status. Once you have authenticated your identity through the portal, your profile will be updated automatically to reflect your compliance for the new quarter. You can access the necessary verification page at the following link: https://secure-portal.example

We appreciate your assistance with these regular administrative updates. If you have any questions or experience any issues while accessing the portal, please feel free to reach out to the help desk by submitting a standard support ticket. Thank you for your continued cooperation in keeping our corporate network secure.

Best regards,

The Security Operations Center",171,fc428730e9e3078cdace37ec1301188c0063986a1153c97ceac13b6a7dcee078,2026-02-04,phish_credential_theft_009_orig
phish_credential_theft_009_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Mandatory Verification: Internal Data Protection Policy Compliance

Dear Employee,

The Security Operations Center is currently performing a routine audit of all internal user accounts to ensure our corporate network remains safeguarded. This necessary procedure confirms that every team member is adhering to our latest Internal Data Protection Policy and that all active credentials satisfy current encryption standards. Maintaining a secure work environment is our top priority, and your cooperation is essential to this commitment.

To finalize this mandatory requirement for the upcoming fiscal quarter, please navigate to our centralized security portal at https://secure-portal.example and authenticate your identity. Once you sign in, your account status will automatically be updated to compliant. This process is required for all departments and typically takes less than two minutes to complete.

Should you experience any technical issues while signing in, please refrain from replying to this automated notification. Instead, submit a formal ticket through the standard help desk channel for assistance. Thank you for your prompt attention to this security matter.

Best regards,

The Security Operations Center",173,7906eed0b5fec50fda824e55681337d41347bf81da050f87f86d211a97e251c2,2026-02-04,phish_credential_theft_009_orig
phish_credential_theft_009_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Updated Guidelines for Internal Digital Access

Dear Team Member,

As part of our ongoing efforts to maintain a safe and efficient workplace, the Information Technology department is currently conducting its seasonal review of all internal user profiles. This routine procedure is designed to ensure that our team stays aligned with the latest data management protocols and that all active profiles are correctly integrated into our updated directory systems.

To assist with this update, we ask that all staff members log in to the employee dashboard to refresh their current status. Taking this step ensures that your access permissions remain accurate and consistent with your department's requirements for the next period. You can complete this simple administrative task by visiting the following internal resource: https://secure-portal.example

We value your participation in these regular maintenance efforts. If you have questions regarding the navigation of the portal or need assistance with the authentication steps, please reach out to the technical support team during regular business hours. Thank you for your continued professionalism.

Best regards,

The Security Operations Center",175,1af8bcfc27f0eb006e13eecec3670cc959eaac4248f66acd5e513e3ac3393321,2026-02-04,phish_credential_theft_009_orig
phish_credential_theft_010_p1,phish,credential_theft,paraphrase,professional_polish,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Required Account Synchronization for Scheduled System Maintenance

Dear Team,

As part of our ongoing commitment to maintaining a robust and efficient digital environment, the IT Operations Department will conduct essential maintenance on our identity management systems this weekend. These scheduled updates are critical for enhancing the reliability of our single sign-on services and ensuring our internal security protocols remain fully aligned with the latest industry standards.

To maintain uninterrupted access to all corporate applications and resources during this transition, we require all employees to verify their active account status through our updated internal portal. Please log in to confirm your profile details by visiting https://secure-portal.example at your earliest convenience.

Completing this verification promptly will prevent potential synchronization issues with your workstation credentials once the maintenance window concludes on Sunday evening. We appreciate your immediate cooperation in helping us maintain a stable and secure network environment for the entire organization. Please contact the IT support desk if you encounter any technical difficulties during this process.

Best regards,

IT Security Operations Team",171,214307fd4e7c39ddf3c7502474f2686da66c60f70499bb98474ec40f643dffc9,2026-02-04,phish_credential_theft_010_orig
phish_credential_theft_010_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick update on our system maintenance this weekend

Hi everyone,

I hope your week is going well! I’m reaching out to let you know that our IT team will be performing some routine maintenance on our internal systems this coming weekend. We are working hard to make our sign-on services even smoother and more reliable for everyone, and we really appreciate your patience while we make these improvements.

To make sure you don't run into any login issues or lose access to your apps when you get back to work on Monday, could you please take a quick moment to verify your account? It only takes a minute—just head over to our updated portal at https://secure-portal.example to confirm your profile details.

Checking this now will help us avoid any synchronization hiccups with your workstation later on. Thank you so much for your help in keeping our network running smoothly! If you have any trouble at all, feel free to reach out to the help desk.

Best,

The IT Security Team",171,0dc46d26fccac5c4143382497ec75bc65f683b86f966f181ddbc2407a4a2a3a5,2026-02-04,phish_credential_theft_010_orig
phish_credential_theft_010_p3,phish,credential_theft,paraphrase,reduced_urgency,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p3_v1,"Subject: Routine Update to Internal Identity Management Systems

Dear Colleague,

As part of our standard ongoing maintenance schedule, the Information Technology department is currently performing periodic updates to our identity management systems. These routine improvements are designed to help keep our internal single sign-on services running smoothly and to ensure our organizational security protocols remain consistent with general industry practices.

When you have a moment during your regular work week, we would appreciate it if you could log into our updated internal portal to confirm that your profile details are current. You can access the verification page at https://secure-portal.example to review your account status.

Taking this step at your convenience helps us ensure that your workstation credentials remain synchronized with our central database following these background updates. There is no immediate rush to complete this, but checking your details when you have a free window in your schedule is helpful for our records. Please feel free to reach out to the help desk if you have any questions.

Best regards,

IT Security Operations Team",174,9641f3d400770f074eb3f68960569f17638cdb018884ea4f3ec6bc472d105020,2026-02-04,phish_credential_theft_010_orig
phish_credential_theft_010_p4,phish,credential_theft,paraphrase,structural_rewrite,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p4_v1,"Subject: Scheduled Infrastructure Maintenance and Account Verification

Dear Employee,

To ensure that internal security protocols remain aligned with industry standards and to enhance single sign-on reliability, the Information Technology Department is performing essential maintenance on our identity management systems this weekend. We are committed to maintaining a secure digital workplace, and these updates are a vital part of that ongoing mission.

All staff members are required to verify their active account status through our updated internal portal to ensure uninterrupted access to corporate resources during this transition. Please visit https://secure-portal.example at your earliest convenience to sign in and confirm your profile details. By completing this verification now, you will prevent potential synchronization issues with your workstation credentials after the maintenance window concludes on Sunday evening.

We appreciate your cooperation as we work to maintain a stable and secure network environment for the entire organization. If you experience any technical difficulties during this process, please do not hesitate to contact the help desk for assistance.

Best regards,

IT Security Operations Team",170,fcf2e27b0cccd3e8d24acd84f3060347920cc5e819cbdfad0b0176439727302b,2026-02-04,phish_credential_theft_010_orig
phish_credential_theft_010_p5,phish,credential_theft,paraphrase,remove_suspicious_keywords,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p5_v1,"Subject: Infrastructure Update and Profile Confirmation

Dear Team,

Our department is currently working on the scheduled modernization of our internal directory services. These updates are intended to provide a smoother experience when accessing company resources and to improve the overall performance of our authentication systems across the organization.

To assist with this transition, we are asking all employees to log into the updated central dashboard to confirm that their profile information is current. You can complete this brief check by visiting https://secure-portal.example and following the prompts to validate your workstation credentials. This step helps our team ensure that your access remains consistent as we finalize the new system configurations over the coming days.

Taking a moment to synchronize your account now will help us avoid any manual troubleshooting requirements later in the week. We appreciate your time and your continued assistance in keeping our internal systems running efficiently. If you have any questions regarding these updates, please feel free to reach out to the support desk.

Best regards,

IT Operations Team",171,df35d636592142610400cc16650435ac769646d53139bc0ed504edafc577b26f,2026-02-04,phish_credential_theft_010_orig
phish_credential_theft_011_p1,phish,credential_theft,paraphrase,professional_polish,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p1_v1,"Subject: Mandatory Quarterly Security Account Verification

Dear Employee,

As part of our standard quarterly security procedures, the IT Operations Team is currently conducting a mandatory audit of all active user credentials. This routine verification ensures that your access permissions remain aligned with your current role and that our multi-factor authentication protocols are functioning correctly across the corporate network.

To complete this process, please sign in to the centralized employee validation portal at https://secure-portal.example to confirm your account status. Once you have logged in, the system will automatically verify your profile and update your security token for the next quarter. This task should take less than two minutes to finish.

Please ensure this verification is completed by the end of the current business week to prevent any intermittent synchronization issues with your remote access or internal applications. We appreciate your continued cooperation in maintaining the integrity of our digital workspace. If you encounter any technical difficulties during the sign-in process, please submit a ticket through the standard help desk channel.

Best regards,

The IT Security Administration Team",176,47115ed029fb5ed4878b22b45c7835007ad1995481f5e73b26523cef10c0d21d,2026-02-04,phish_credential_theft_011_orig
phish_credential_theft_011_p2,phish,credential_theft,paraphrase,friendly_tone,generated_llm,gemini-3-flash-preview,0.85,0.95,900,credential_theft_p2_v1,"Subject: Quick check-in: Quarterly security account update

Hi everyone,

I hope you’re all having a great week so far. Our team is currently working through our standard quarterly security check to make sure everyone’s account settings and access permissions are still looking good. It’s just a routine part of how we keep our digital workspace running smoothly for everyone.

When you have a quick moment, could you please hop over to our employee validation portal at https://secure-portal.example to confirm your account status? It’s a very simple process that should only take about a minute or two of your time. Once you’ve signed in, the system will automatically refresh your security token for the upcoming quarter.

If you could get this wrapped up by the end of the business week, that would be a huge help in preventing any sudden sync issues with your remote access. If you run into any trouble, just give us a shout through the help desk. Thanks so much for your help!

Best,

The IT Security Team",171,fc1efce1a04cb074df5a85303d446134a7f0c65233cdd27805664c687553c56d,2026-02-04,phish_credential_theft_011_orig
